I1_Relations,I1_Sims_1,I1_Sims_2,I1_Sims_3,I1_Sims_4,I1_Sims_5,I1_Sims_6,I1_Sims_7,I1_Sims_8,I1_Sims_9,I1_Sims_10,I1_Sims_11,I1_Sims_12,I1_Sims_13,I1_Sims_14,I1_Sims_15,I1_I,I1_P,I1_M,I1_Ent,I1_Sim,I1_Proto,I1_St,I1_Sz_1,I1_Sz_13,I1_A,I1_D,I1_Therm_1,I1_Therm_2,I1_MemUncert,I1_IdUncert,I1_Should,I1_Consist,I1_Salient,I1_Ideal,I1_BExp,I1_GExp,I1_BelPer,I2_Relations,I2_Sims_1,I2_Sims_2,I2_Sims_3,I2_Sims_4,I2_Sims_5,I2_Sims_6,I2_Sims_7,I2_Sims_8,I2_Sims_9,I2_Sims_10,I2_Sims_11,I2_Sims_12,I2_Sims_13,I2_Sims_14,I2_Sims_15,I2_I,I2_P,I2_M,I2_Ent,I2_Sim,I2_Proto,I2_St,I2_Sz_1,I2_Sz_13,I2_A,I2_D,I2_Therm_1,I2_Therm_2,I2_MemUncert,I2_IdUncert,I2_Should,I2_Consist,I2_Salient,I2_Ideal,I2_BExp,I2_GExp,I2_BelPer,I3_Relations,I3_Sims_1,I3_Sims_2,I3_Sims_3,I3_Sims_4,I3_Sims_5,I3_Sims_6,I3_Sims_7,I3_Sims_8,I3_Sims_9,I3_Sims_10,I3_Sims_11,I3_Sims_12,I3_Sims_13,I3_Sims_14,I3_Sims_15,I3_I,I3_P,I3_M,I3_Ent,I3_Sim,I3_Proto,I3_St,I3_Sz_1,I3_Sz_13,I3_A,I3_D,I3_Therm_1,I3_Therm_2,I3_MemUncert,I3_IdUncert,I3_Should,I3_Consist,I3_Salient,I3_Ideal,I3_BExp,I3_GExp,I3_BelPer,I4_Relations,I4_Sims_1,I4_Sims_2,I4_Sims_3,I4_Sims_4,I4_Sims_5,I4_Sims_6,I4_Sims_7,I4_Sims_8,I4_Sims_9,I4_Sims_10,I4_Sims_11,I4_Sims_12,I4_Sims_13,I4_Sims_14,I4_Sims_15,I4_I,I4_P,I4_M,I4_Ent,I4_Sim,I4_Proto,I4_St,I4_Sz_1,I4_Sz_13,I4_A,I4_D,I4_Therm_1,I4_Therm_2,I4_MemUncert,I4_IdUncert,I4_Should,I4_Consist,I4_Salient,I4_Ideal,I4_BExp,I4_GExp,I4_BelPer,I5_Relations,I5_Sims_1,I5_Sims_2,I5_Sims_3,I5_Sims_4,I5_Sims_5,I5_Sims_6,I5_Sims_7,I5_Sims_8,I5_Sims_9,I5_Sims_10,I5_Sims_11,I5_Sims_12,I5_Sims_13,I5_Sims_14,I5_Sims_15,I5_I,I5_P,I5_M,I5_Ent,I5_Sim,I5_Proto,I5_St,I5_Sz_1,I5_Sz_13,I5_A,I5_D,I5_Therm_1,I5_Therm_2,I5_MemUncert,I5_IdUncert,I5_Should,I5_Consist,I5_Salient,I5_Ideal,I5_BExp,I5_GExp,I5_BelPer,I6_Relations,I6_Sims_1,I6_Sims_2,I6_Sims_3,I6_Sims_4,I6_Sims_5,I6_Sims_6,I6_Sims_7,I6_Sims_8,I6_Sims_9,I6_Sims_10,I6_Sims_11,I6_Sims_12,I6_Sims_13,I6_Sims_14,I6_Sims_15,I6_I,I6_P,I6_M,I6_Ent,I6_Sim,I6_Proto,I6_St,I6_Sz_1,I6_Sz_13,I6_A,I6_D,I6_Therm_1,I6_Therm_2,I6_MemUncert,I6_IdUncert,I6_Should,I6_Consist,I6_Salient,I6_Ideal,I6_BExp,I6_GExp,I6_BelPer,I7_Relations,I7_Sims_1,I7_Sims_2,I7_Sims_3,I7_Sims_4,I7_Sims_5,I7_Sims_6,I7_Sims_7,I7_Sims_8,I7_Sims_9,I7_Sims_10,I7_Sims_11,I7_Sims_12,I7_Sims_13,I7_Sims_14,I7_Sims_15,I7_I,I7_P,I7_M,I7_Ent,I7_Sim,I7_Proto,I7_St,I7_Sz_1,I7_Sz_13,I7_A,I7_D,I7_Therm_1,I7_Therm_2,I7_MemUncert,I7_IdUncert,I7_Should,I7_Consist,I7_Salient,I7_Ideal,I7_BExp,I7_GExp,I7_BelPer,I8_Relations,I8_Sims_1,I8_Sims_2,I8_Sims_3,I8_Sims_4,I8_Sims_5,I8_Sims_6,I8_Sims_7,I8_Sims_8,I8_Sims_9,I8_Sims_10,I8_Sims_11,I8_Sims_12,I8_Sims_13,I8_Sims_14,I8_Sims_15,I8_I,I8_P,I8_M,I8_Ent,I8_Sim,I8_Proto,I8_St,I8_Sz_1,I8_Sz_13,I8_A,I8_D,I8_Therm_1,I8_Therm_2,I8_MemUncert,I8_IdUncert,I8_Should,I8_Consist,I8_Salient,I8_Ideal,I8_BExp,I8_GExp,I8_BelPer,I9_Relations,I9_Sims_1,I9_Sims_2,I9_Sims_3,I9_Sims_4,I9_Sims_5,I9_Sims_6,I9_Sims_7,I9_Sims_8,I9_Sims_9,I9_Sims_10,I9_Sims_11,I9_Sims_12,I9_Sims_13,I9_Sims_14,I9_Sims_15,I9_I,I9_P,I9_M,I9_Ent,I9_Sim,I9_Proto,I9_St,I9_Sz_1,I9_Sz_13,I9_A,I9_D,I9_Therm_1,I9_Therm_2,I9_MemUncert,I9_IdUncert,I9_Should,I9_Consist,I9_Salient,I9_Ideal,I9_BExp,I9_GExp,I9_BelPer,I10_Relations,I10_Sims_1,I10_Sims_2,I10_Sims_3,I10_Sims_4,I10_Sims_5,I10_Sims_6,I10_Sims_7,I10_Sims_8,I10_Sims_9,I10_Sims_10,I10_Sims_11,I10_Sims_12,I10_Sims_13,I10_Sims_14,I10_Sims_15,I10_I,I10_P,I10_M,I10_Ent,I10_Sim,I10_Proto,I10_St,I10_Sz_1,I10_Sz_13,I10_A,I10_D,I10_Therm_1,I10_Therm_2,I10_MemUncert,I10_IdUncert,I10_Should,I10_Consist,I10_Salient,I10_Ideal,I10_BExp,I10_GExp,I10_BelPer,I11_Relations,I11_Sims_1,I11_Sims_2,I11_Sims_3,I11_Sims_4,I11_Sims_5,I11_Sims_6,I11_Sims_7,I11_Sims_8,I11_Sims_9,I11_Sims_10,I11_Sims_11,I11_Sims_12,I11_Sims_13,I11_Sims_14,I11_Sims_15,I11_I,I11_P,I11_M,I11_Ent,I11_Sim,I11_Proto,I11_St,I11_Sz_1,I11_Sz_13,I11_A,I11_D,I11_Therm_1,I11_Therm_2,I11_MemUncert,I11_IdUncert,I11_Should,I11_Consist,I11_Salient,I11_Ideal,I11_BExp,I11_GExp,I11_BelPer,I12_Relations,I12_Sims_1,I12_Sims_2,I12_Sims_3,I12_Sims_4,I12_Sims_5,I12_Sims_6,I12_Sims_7,I12_Sims_8,I12_Sims_9,I12_Sims_10,I12_Sims_11,I12_Sims_12,I12_Sims_13,I12_Sims_14,I12_Sims_15,I12_I,I12_P,I12_M,I12_Ent,I12_Sim,I12_Proto,I12_St,I12_Sz_1,I12_Sz_13,I12_A,I12_D,I12_Therm_1,I12_Therm_2,I12_MemUncert,I12_IdUncert,I12_Should,I12_Consist,I12_Salient,I12_Ideal,I12_BExp,I12_GExp,I12_BelPer,I13_Relations,I13_Sims_1,I13_Sims_2,I13_Sims_3,I13_Sims_4,I13_Sims_5,I13_Sims_6,I13_Sims_7,I13_Sims_8,I13_Sims_9,I13_Sims_10,I13_Sims_11,I13_Sims_12,I13_Sims_13,I13_Sims_14,I13_Sims_15,I13_I,I13_P,I13_M,I13_Ent,I13_Sim,I13_Proto,I13_St,I13_Sz_1,I13_Sz_13,I13_A,I13_D,I13_Therm_1,I13_Therm_2,I13_MemUncert,I13_IdUncert,I13_Should,I13_Consist,I13_Salient,I13_Ideal,I13_BExp,I13_GExp,I13_BelPer,I14_Relations,I14_Sims_1,I14_Sims_2,I14_Sims_3,I14_Sims_4,I14_Sims_5,I14_Sims_6,I14_Sims_7,I14_Sims_8,I14_Sims_9,I14_Sims_10,I14_Sims_11,I14_Sims_12,I14_Sims_13,I14_Sims_14,I14_Sims_15,I14_I,I14_P,I14_M,I14_Ent,I14_Sim,I14_Proto,I14_St,I14_Sz_1,I14_Sz_13,I14_A,I14_D,I14_Therm_1,I14_Therm_2,I14_MemUncert,I14_IdUncert,I14_Should,I14_Consist,I14_Salient,I14_Ideal,I14_BExp,I14_GExp,I14_BelPer,I15_Relations,I15_Sims_1,I15_Sims_2,I15_Sims_3,I15_Sims_4,I15_Sims_5,I15_Sims_6,I15_Sims_7,I15_Sims_8,I15_Sims_9,I15_Sims_10,I15_Sims_11,I15_Sims_12,I15_Sims_13,I15_Sims_14,I15_Sims_15,I15_I,I15_P,I15_M,I15_Ent,I15_Sim,I15_Proto,I15_St,I15_Sz_1,I15_Sz_13,I15_A,I15_D,I15_Therm_1,I15_Therm_2,I15_MemUncert,I15_IdUncert,I15_Should,I15_Consist,I15_Salient,I15_Ideal,I15_BExp,I15_GExp,I15_BelPer,UnlistId,Confusing,UnderstandRelate,UnderstandSimilar,UnderstandCategory,Serious,Usable,Comments,id,carry,ID1,C1,IDC1,ID2,C2,IDC2,ID3,C3,IDC3,ID4,C4,IDC4,ID5,C5,IDC5,ID6,C6,IDC6,ID7,C7,IDC7,ID8,C8,IDC8,ID9,C9,IDC9,ID10,C10,IDC10,ID11,C11,IDC11,ID12,C12,IDC12,ID13,C13,IDC13,ID14,C14,IDC14,ID15,C15,IDC15
"2,4",,11,,11,,,,,,,,,,,,7,6,1,7,6,5,4,50,30,7,5,90,,6,4,5,7,7,7,1,4,5,"1,4",11,,,11,,,,,,,,,,,,7,6,1,5,2,5,6,80,70,6,6,,,5,5,7,7,7,7,1,4,7,5,,,,,1,,,,,,,,,,,7,7,5,7,5,7,7,30,55,6,5,80,,7,4,7,7,7,7,1,6,7,"1,2",11,11,,,,,,,,,,,,,,7,6,1,5,2,7,7,90,65,6,5,75,,6,2,4,7,7,7,1,4,7,3,,,1,,,,,,,,,,,,,7,1,3,2,1,2,4,,20,4,4,,,4,4,1,7,1,4,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I couldn't list a few because I was unable to go back and alter my answers.,No.,1,1,1,1,1,No.,61684,1,Filipino Community,1,,Asian-American Community,1,,LGBTQ Community,1,,Women of Color,1,,Chronic Pain Sufferers,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
1,6,,,,,,,,,,,,,,,7,7,2,5,5,5,4,84,71,6,4,93,71,2,2,6,6,7,7,3,5,3,"2,3",,6,8,,,,,,,,,,,,,6,4,5,3,3,5,4,51,52,4,4,,,4,5,4,4,4,5,1,4,3,4,,,,9,,,,,,,,,,,,7,7,5,6,3,5,5,61,90,6,6,90,60,2,3,6,6,6,7,5,5,3,3,,,9,,,,,,,,,,,,,7,7,5,4,2,4,5,51,51,4,4,51,,4,2,5,5,4,4,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,"The ""how often is your group stigmatized"" question is a bit weird, it has the answers as ""Strongly agree-Disagree"" ",1,1,1,1,1,,60768,1,Pinoy,1,,Medium Socioeconomic status,1,,Member of the Church of Jesus Christ of Latter-day Saints,1,,Heterosexual Male,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
"6,7,9",,,,,,7,7,,4,,,,,,,7,7,1,5,4,4,5,12,3,7,7,65,,5,5,4,6,7,7,1,2,5,"4,5",,,,1,1,,,,,,,,,,,7,7,1,4,4,5,5,49,50,7,7,56,,7,1,1,1,1,1,1,1,7,1,4,,,,,,,,,,,,,,,7,7,1,5,5,7,5,32,20,7,5,82,,1,1,1,1,1,4,1,1,7,5,,,,,11,,,,,,,,,,,7,3,1,4,4,7,5,22,4,4,5,33,,1,1,1,5,2,1,1,1,5,4,,,,11,,,,,,,,,,,,7,3,1,4,4,7,5,25,,7,5,38,,1,1,1,1,1,1,1,1,6,"7,9",,,,,,,11,,9,,,,,,,7,7,5,5,4,6,5,,,6,5,99,,1,1,1,5,1,7,1,1,5,8,,,,,,,,11,,,,,,,,7,7,5,4,4,7,5,,,7,6,99,,1,1,1,1,1,1,1,1,4,6,,,,,,11,,,,,,,,,,7,7,3,5,4,6,4,,,7,7,99,,1,1,1,1,1,1,1,1,5,6,,,,,,9,,,,,,,,,,7,7,7,4,4,6,6,20,,4,4,100,,1,1,1,1,1,7,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,60734,1,military,1,,female,1,,asian,1,,transfer student,1,,community college student,1,,health profession,1,,emergency medical technician,1,,army combat medic,1,,pre-health student,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
"1,6",11,,,,,11,,,,,,,,,,7,7,2,4,7,7,3,50,61,7,5,100,100,4,4,7,7,7,7,1,6,7,"2,3",,11,11,,,,,,,,,,,,,6,4,4,4,4,4,4,100,100,4,4,71,,4,4,4,4,4,4,1,1,4,"3,5,6",,,11,,11,11,,,,,,,,,,6,5,6,4,6,4,4,100,72,4,4,,,4,4,4,4,4,4,1,1,4,5,,,,,9,,,,,,,,,,,4,4,4,4,4,4,4,50,50,4,4,,,4,4,4,4,4,4,1,1,4,6,,,,,,11,,,,,,,,,,4,4,4,4,4,4,4,63,49,4,4,,,4,4,4,4,4,4,1,1,4,"1,5",11,,,,11,,,,,,,,,,,4,4,4,4,4,4,4,50,50,4,4,,,4,4,4,4,4,4,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,some of the questions like the ranking one,1,1,1,1,1,,61851,1,chinese,1,,american,1,,partying group,1,,not popular,1,,small friend group,1,,asian friend group,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
1,11,,,,,,,,,,,,,,,7,7,4,7,7,7,5,70,60,7,7,80,,1,1,4,6,4,7,1,1,4,"1,2",6,6,,,,,,,,,,,,,,7,7,7,7,7,7,4,80,90,7,7,,,4,4,7,7,4,7,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no ,No,1,1,1,1,1,,61075,1,Asian,1,,Female,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
5,,,,,6,,,,,,,,,,,7,7,1,2,3,6,7,10,60,6,5,80,80,5,1,4,3,4,5,3,3,7,6,,,,,,6,,,,,,,,,,7,7,2,2,3,7,6,60,50,6,5,80,70,2,2,4,6,3,7,4,2,7,6,,,,,,8,,,,,,,,,,7,6,4,3,4,6,6,85,30,5,5,75,75,5,3,4,5,4,4,4,3,7,"1,2",4,5,,,,,,,,,,,,,,7,7,4,2,3,7,5,75,80,6,5,70,70,3,2,5,6,5,5,1,5,7,"1,6",6,,,,,8,,,,,,,,,,7,7,5,2,3,7,5,80,50,6,5,81,70,5,4,5,5,5,5,3,4,6,"3,5",,,8,,7,,,,,,,,,,,7,7,6,4,4,7,4,100,60,6,5,85,70,3,2,7,7,5,7,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non-religious, i forgot to put it but it's not that important to me",no,1,1,1,1,1,no,61714,1,White,1,,Female,1,,Young Adult,1,,Straight,1,,Middle Class,1,,College Student,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
"3,7",,,11,,,,11,,,,,,,,,7,7,7,6,5,5,6,51,71,4,5,,,5,5,5,5,6,6,2,4,4,"4,6",,,,10,,9,,,,,,,,,,5,5,4,6,5,6,5,52,79,6,4,,,6,6,5,4,6,5,2,4,6,"1,8",9,,,,,,,9,,,,,,,,5,5,6,5,6,5,4,59,68,6,5,,,6,7,4,5,5,4,3,2,6,9,,,,,,,,,11,,,,,,,6,5,7,5,6,5,5,50,,5,5,,,5,4,5,5,5,4,3,3,5,"9,10",,,,,,,,,10,10,,,,,,5,4,6,4,5,5,6,51,46,5,6,,,5,7,5,5,6,5,3,2,5,"2,8",,10,,,,,,11,,,,,,,,5,4,5,5,5,4,5,48,56,5,4,,,5,6,4,5,6,5,2,3,5,"1,8",10,,,,,,,11,,,,,,,,5,4,5,4,5,6,5,49,54,5,4,63,,5,6,5,6,5,4,1,2,5,"1,9",11,,,,,,,,10,,,,,,,5,4,5,4,5,4,5,50,67,6,5,,,6,4,5,5,5,6,2,3,5,5,,,,,11,,,,,,,,,,,5,5,4,5,4,6,6,62,41,5,5,,,6,5,5,6,5,4,2,2,5,"9,10",,,,,,,,,11,10,,,,,,5,6,5,4,5,6,5,44,62,5,5,,,4,6,5,6,5,6,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,62066,1,mexican,1,,bi-sexual,1,,catholic,1,,male,1,,college student,1,,in a relationship,1,,bilingual,1,,teenager,1,,oldest child,1,,graduated high school,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
2,,9,,,,,,,,,,,,,,7,6,2,5,5,5,4,88,65,5,4,77,83,3,3,5,5,5,6,1,2,6,3,,,,,,,,,,,,,,,,7,6,5,5,4,4,5,55,72,5,6,,,2,5,6,5,6,5,1,3,6,1,,,,,,,,,,,,,,,,7,6,3,5,4,4,5,72,62,5,6,,,3,3,5,5,6,5,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was thinking about including my political identity but I didn't know how to label myself.,No I didn't.,1,1,1,1,1,,60573,1,mexican,1,,straight,1,,female,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
7,,,,,,,6,,,,,,,,,7,7,7,3,3,6,4,55,50,6,5,80,80,2,1,3,6,6,7,1,3,7,"8,9,10",,,,,,,,11,9,8,,,,,,7,7,7,3,1,7,4,91,30,6,6,70,57,2,1,4,6,4,6,1,3,7,4,,,,10,,,,,,,,,,,,7,6,5,5,2,6,5,29,18,6,6,80,63,2,1,2,3,4,5,2,2,7,"3,10",,,8,,,,,,,7,,,,,,7,7,7,6,1,7,5,8,2,7,4,100,78,1,1,3,6,3,7,1,3,7,6,,,,,,11,,,,,,,,,,7,6,5,6,3,6,5,63,72,5,5,80,39,2,2,4,6,4,6,1,3,6,5,,,,,10,,,,,,,,,,,7,6,6,6,3,5,4,88,85,5,5,90,60,2,2,4,5,5,6,1,3,7,1,7,,,,,,,,,,,,,,,7,7,6,5,2,7,4,66,69,7,3,92,31,1,1,4,5,4,7,1,3,7,"2,10",,10,,,,,,,,10,,,,,,7,6,5,6,3,6,3,100,8,6,6,73,30,2,2,5,5,5,6,2,2,6,"2,11",,9,,,,,,,,,11,,,,,7,5,6,6,2,7,4,40,3,7,2,87,68,1,1,4,5,4,4,1,1,7,"3,4",,,8,9,,,,,,,,,,,,7,7,5,6,2,6,4,37,23,6,6,80,81,2,2,3,5,4,5,2,1,5,9,,,,,,,,,8,,,,,,,7,7,5,5,1,6,4,91,22,6,6,83,67,1,1,4,5,5,6,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,60594,1,Male,1,,College student,1,,Asian,1,,South Korean,1,,Christian,1,,Religious,1,,Straight,1,,UCR Student,1,,19 year old,1,,International student,1,,Generation Z,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
"1,3",10,,10,,,,,,,,,,,,,6,6,2,6,6,6,5,83,50,6,6,77,,3,3,6,6,6,6,2,3,6,"1,3",10,,10,,,,,,,,,,,,,7,7,7,6,6,5,4,60,68,7,7,72,53,6,6,6,6,5,5,3,4,4,"2,3",,8,8,,,,,,,,,,,,,7,7,2,6,6,6,6,71,48,6,6,74,,6,6,6,6,6,6,3,3,6,"2,4",,5,,5,,,,,,,,,,,,7,7,5,5,5,5,5,65,23,5,5,71,51,5,5,5,5,5,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,60682,1,asian,1,,female,1,,chinese,1,,18 years old,1,,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA
